Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","2","Afghanistan","5510","Production","619","Fruit, fresh nes","2017","2017","tonnes","55046","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","541","Fruit, stone nes","2016","2016","tonnes","51283","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","541","Fruit, stone nes","2017","2017","tonnes","52611","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","560","Grapes","2016","2016","tonnes","874541","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","560","Grapes","2017","2017","tonnes","954845","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","333","Linseed","2016","2016","tonnes","219","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","333","Linseed","2017","2017","tonnes","687","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","56","Maize","2016","2016","tonnes","311646","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","56","Maize","2017","2017","tonnes","173912","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","568","Melons, other (inc.cantaloupes)","2016","2016","tonnes","506266","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","568","Melons, other (inc.cantaloupes)","2017","2017","tonnes","302981","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","79","Millet","2016","2016","tonnes","9725","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","79","Millet","2017","2017","tonnes","9040","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","234","Nuts, nes","2016","2016","tonnes","1219","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","234","Nuts, nes","2017","2017","tonnes","1112","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","260","Olives","2016","2016","tonnes","7878","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","260","Olives","2017","2017","tonnes","7818","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","403","Onions, dry","2016","2016","tonnes","141649","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","403","Onions, dry","2017","2017","tonnes","212000","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","490","Oranges","2016","2016","tonnes","4379","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","490","Oranges","2017","2017","tonnes","4044","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","534","Peaches and nectarines","2016","2016","tonnes","15306","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","534","Peaches and nectarines","2017","2017","tonnes","57936","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","521","Pears","2016","2016","tonnes","5226","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","521","Pears","2017","2017","tonnes","8862","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","223","Pistachios","2016","2016","tonnes","2773","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","223","Pistachios","2017","2017","tonnes","2784","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","536","Plums and sloes","2016","2016","tonnes","18504","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","536","Plums and sloes","2017","2017","tonnes","25274","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","116","Potatoes","2016","2016","tonnes","427917","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","116","Potatoes","2017","2017","tonnes","513194","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","211","Pulses, nes","2016","2016","tonnes","82866","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","211","Pulses, nes","2017","2017","tonnes","37287","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","27","Rice, paddy","2016","2016","tonnes","356565","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","27","Rice, paddy","2017","2017","tonnes","338420","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","328","Seed cotton","2016","2016","tonnes","58996","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","328","Seed cotton","2017","2017","tonnes","54949","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","289","Sesame seed","2016","2016","tonnes","32000","*","Unofficial figure"
"QC","Crops","2","Afghanistan","5510","Production","289","Sesame seed","2017","2017","tonnes","32000","*","Unofficial figure"
"QC","Crops","2","Afghanistan","5510","Production","723","Spices, nes","2016","2016","tonnes","6","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","723","Spices, nes","2017","2017","tonnes","6","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","157","Sugar beet","2016","2016","tonnes","1582","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","157","Sugar beet","2017","2017","tonnes","2102","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","156","Sugar cane","2016","2016","tonnes","17364","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","156","Sugar cane","2017","2017","tonnes","33725","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","267","Sunflower seed","2016","2016","tonnes","770","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","267","Sunflower seed","2017","2017","tonnes","723","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","463","Vegetables, fresh nes","2016","2016","tonnes","1321967","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","463","Vegetables, fresh nes","2017","2017","tonnes","705568","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","222","Walnuts, with shell","2016","2016","tonnes","6515","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","222","Walnuts, with shell","2017","2017","tonnes","7145","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","567","Watermelons","2016","2016","tonnes","862341","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","567","Watermelons","2017","2017","tonnes","681829","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","15","Wheat","2016","2016","tonnes","4555110","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","15","Wheat","2017","2017","tonnes","4280776","","Official data"
"QC","Crops","3","Albania","5510","Production","515","Apples","2016","2016","tonnes","101532","","Official data"
"QC","Crops","3","Albania","5510","Production","515","Apples","2017","2017","tonnes","96338","","Official data"
"QC","Crops","3","Albania","5510","Production","526","Apricots","2016","2016","tonnes","5194","","Official data"
"QC","Crops","3","Albania","5510","Production","526","Apricots","2017","2017","tonnes","5040","","Official data"
"QC","Crops","3","Albania","5510","Production","44","Barley","2016","2016","tonnes","9000","","Official data"
"QC","Crops","3","Albania","5510","Production","44","Barley","2017","2017","tonnes","9035","","Official data"
"QC","Crops","3","Albania","5510","Production","176","Beans, dry","2016","2016","tonnes","24860","","Official data"
"QC","Crops","3","Albania","5510","Production","176","Beans, dry","2017","2017","tonnes","21200","","Official data"
"QC","Crops","3","Albania","5510","Production","414","Beans, green","2016","2016","tonnes","11348","","Official data"
"QC","Crops","3","Albania","5510","Production","414","Beans, green","2017","2017","tonnes","10274","","Official data"
"QC","Crops","3","Albania","5510","Production","181","Broad beans, horse beans, dry","2016","2016","tonnes","207","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","181","Broad beans, horse beans, dry","2017","2017","tonnes","207","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","358","Cabbages and other brassicas","2016","2016","tonnes","56655","","Official data"
"QC","Crops","3","Albania","5510","Production","358","Cabbages and other brassicas","2017","2017","tonnes","52600","","Official data"
"QC","Crops","3","Albania","5510","Production","426","Carrots and turnips","2016","2016","tonnes","14858","","Official data"
"QC","Crops","3","Albania","5510","Production","426","Carrots and turnips","2017","2017","tonnes","11974","","Official data"
"QC","Crops","3","Albania","5510","Production","393","Cauliflowers and broccoli","2016","2016","tonnes","5891","","Official data"
"QC","Crops","3","Albania","5510","Production","393","Cauliflowers and broccoli","2017","2017","tonnes","5294","","Official data"
"QC","Crops","3","Albania","5510","Production","531","Cherries","2016","2016","tonnes","19261","","Official data"
"QC","Crops","3","Albania","5510","Production","531","Cherries","2017","2017","tonnes","19169","","Official data"
"QC","Crops","3","Albania","5510","Production","530","Cherries, sour","2016","2016","tonnes","17729","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","530","Cherries, sour","2017","2017","tonnes","17622","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","220","Chestnut","2016","2016","tonnes","6040","","Official data"
"QC","Crops","3","Albania","5510","Production","220","Chestnut","2017","2017","tonnes","6226","","Official data"
"QC","Crops","3","Albania","5510","Production","401","Chillies and peppers, green","2016","2016","tonnes","76810","","Official data"
"QC","Crops","3","Albania","5510","Production","401","Chillies and peppers, green","2017","2017","tonnes","75211","","Official data"
"QC","Crops","3","Albania","5510","Production","397","Cucumbers and gherkins","2016","2016","tonnes","94279","","Official data"
"QC","Crops","3","Albania","5510","Production","397","Cucumbers and gherkins","2017","2017","tonnes","110210","","Official data"
"QC","Crops","3","Albania","5510","Production","577","Dates","2016","2016","tonnes","14106","","Official data"
"QC","Crops","3","Albania","5510","Production","577","Dates","2017","2017","tonnes","12978","","Official data"
"QC","Crops","3","Albania","5510","Production","399","Eggplants (aubergines)","2016","2016","tonnes","31896","","Official data"
"QC","Crops","3","Albania","5510","Production","399","Eggplants (aubergines)","2017","2017","tonnes","27898","","Official data"
"QC","Crops","3","Albania","5510","Production","569","Figs","2016","2016","tonnes","20902","","Official data"
"QC","Crops","3","Albania","5510","Production","569","Figs","2017","2017","tonnes","20077","","Official data"
"QC","Crops","3","Albania","5510","Production","512","Fruit, citrus nes","2016","2016","tonnes","601","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","512","Fruit, citrus nes","2017","2017","tonnes","12","","Official data"
"QC","Crops","3","Albania","5510","Production","619","Fruit, fresh nes","2016","2016","tonnes","27050","","Official data"
"QC","Crops","3","Albania","5510","Production","619","Fruit, fresh nes","2017","2017","tonnes","11568","","Official data"
"QC","Crops","3","Albania","5510","Production","406","Garlic","2016","2016","tonnes","12308","","Official data"
"QC","Crops","3","Albania","5510","Production","406","Garlic","2017","2017","tonnes","14544","","Official data"
"QC","Crops","3","Albania","5510","Production","560","Grapes","2016","2016","tonnes","205001","","Official data"
"QC","Crops","3","Albania","5510","Production","560","Grapes","2017","2017","tonnes","202948","","Official data"
"QC","Crops","3","Albania","5510","Production","677","Hops","2016","2016","tonnes","1985","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","677","Hops","2017","2017","tonnes","2068","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","407","Leeks, other alliaceous vegetables","2016","2016","tonnes","33852","","Official data"
"QC","Crops","3","Albania","5510","Production","407","Leeks, other alliaceous vegetables","2017","2017","tonnes","34393","","Official data"
"QC","Crops","3","Albania","5510","Production","497","Lemons and limes","2016","2016","tonnes","3607","","Official data"
"QC","Crops","3","Albania","5510","Production","497","Lemons and limes","2017","2017","tonnes","3216","","Official data"
"QC","Crops","3","Albania","5510","Production","372","Lettuce and chicory","2016","2016","tonnes","17357","","Official data"
"QC","Crops","3","Albania","5510","Production","372","Lettuce and chicory","2017","2017","tonnes","17228","","Official data"
"QC","Crops","3","Albania","5510","Production","56","Maize","2016","2016","tonnes","379714","","Official data"
"QC","Crops","3","Albania","5510","Production","56","Maize","2017","2017","tonnes","381059","","Official data"
"QC","Crops","3","Albania","5510","Production","568","Melons, other (inc.cantaloupes)","2016","2016","tonnes","42462","","Official data"
"QC","Crops","3","Albania","5510","Production","568","Melons, other (inc.cantaloupes)","2017","2017","tonnes","43654","","Official data"
"QC","Crops","3","Albania","5510","Production","449","Mushrooms and truffles","2016","2016","tonnes","100","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","449","Mushrooms and truffles","2017","2017","tonnes","100","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","234","Nuts, nes","2016","2016","tonnes","8385","","Official data"
"QC","Crops","3","Albania","5510","Production","234","Nuts, nes","2017","2017","tonnes","7720","","Official data"
"QC","Crops","3","Albania","5510","Production","75","Oats","2016","2016","tonnes","32003","","Official data"
"QC","Crops","3","Albania","5510","Production","75","Oats","2017","2017","tonnes","34068","","Official data"
"QC","Crops","3","Albania","5510","Production","430","Okra","2016","2016","tonnes","7666","","Official data"
"QC","Crops","3","Albania","5510","Production","430","Okra","2017","2017","tonnes","8023","","Official data"
"QC","Crops","3","Albania","5510","Production","260","Olives","2016","2016","tonnes","99075","","Official data"
"QC","Crops","3","Albania","5510","Production","260","Olives","2017","2017","tonnes","107830","","Official data"
"QC","Crops","3","Albania","5510","Production","403","Onions, dry","2016","2016","tonnes","100236","","Official data"
"QC","Crops","3","Albania","5510","Production","403","Onions, dry","2017","2017","tonnes","113736","","Official data"
"QC","Crops","3","Albania","5510","Production","402","Onions, shallots, green","2016","2016","tonnes","36945","","Official data"
"QC","Crops","3","Albania","5510","Production","402","Onions, shallots, green","2017","2017","tonnes","40393","","Official data"
"QC","Crops","3","Albania","5510","Production","490","Oranges","2016","2016","tonnes","10063","","Official data"
"QC","Crops","3","Albania","5510","Production","490","Oranges","2017","2017","tonnes","9130","","Official data"
"QC","Crops","3","Albania","5510","Production","534","Peaches and nectarines","2016","2016","tonnes","18673","","Official data"
"QC","Crops","3","Albania","5510","Production","534","Peaches and nectarines","2017","2017","tonnes","18359","","Official data"
"QC","Crops","3","Albania","5510","Production","521","Pears","2016","2016","tonnes","13384","","Official data"
"QC","Crops","3","Albania","5510","Production","521","Pears","2017","2017","tonnes","13458","","Official data"
"QC","Crops","3","Albania","5510","Production","417","Peas, green","2016","2016","tonnes","5432","","Official data"
"QC","Crops","3","Albania","5510","Production","417","Peas, green","2017","2017","tonnes","5749","","Official data"
"QC","Crops","3","Albania","5510","Production","536","Plums and sloes","2016","2016","tonnes","40180","","Official data"
"QC","Crops","3","Albania","5510","Production","536","Plums and sloes","2017","2017","tonnes","42437","","Official data"
"QC","Crops","3","Albania","5510","Production","116","Potatoes","2016","2016","tonnes","238345","","Official data"
"QC","Crops","3","Albania","5510","Production","116","Potatoes","2017","2017","tonnes","249804","","Official data"
"QC","Crops","3","Albania","5510","Production","211","Pulses, nes","2016","2016","tonnes","726","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","211","Pulses, nes","2017","2017","tonnes","744","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","394","Pumpkins, squash and gourds","2016","2016","tonnes","16345","","Official data"
"QC","Crops","3","Albania","5510","Production","394","Pumpkins, squash and gourds","2017","2017","tonnes","13868","","Official data"
"QC","Crops","3","Albania","5510","Production","523","Quinces","2016","2016","tonnes","4241","","Official data"
"QC","Crops","3","Albania","5510","Production","523","Quinces","2017","2017","tonnes","4150","","Official data"
"QC","Crops","3","Albania","5510","Production","27","Rice, paddy","2016","2016","tonnes","0","","Official data"
"QC","Crops","3","Albania","5510","Production","27","Rice, paddy","2017","2017","tonnes","0","","Official data"
"QC","Crops","3","Albania","5510","Production","71","Rye","2016","2016","tonnes","2713","","Official data"
"QC","Crops","3","Albania","5510","Production","71","Rye","2017","2017","tonnes","2695","","Official data"
"QC","Crops","3","Albania","5510","Production","328","Seed cotton","2016","2016","tonnes","587","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","328","Seed cotton","2017","2017","tonnes","542","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","83","Sorghum","2016","2016","tonnes","0","","Official data"
"QC","Crops","3","Albania","5510","Production","83","Sorghum","2017","2017","tonnes","0","","Official data"
"QC","Crops","3","Albania","5510","Production","236","Soybeans","2016","2016","tonnes","664","","Official data"
"QC","Crops","3","Albania","5510","Production","236","Soybeans","2017","2017","tonnes","500","","Official data"
"QC","Crops","3","Albania","5510","Production","723","Spices, nes","2016","2016","tonnes","344","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","723","Spices, nes","2017","2017","tonnes","360","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","373","Spinach","2016","2016","tonnes","19348","","Official data"
"QC","Crops","3","Albania","5510","Production","373","Spinach","2017","2017","tonnes","19968","","Official data"
"QC","Crops","3","Albania","5510","Production","157","Sugar beet","2016","2016","tonnes","34962","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","157","Sugar beet","2017","2017","tonnes","34069","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","267","Sunflower seed","2016","2016","tonnes","1972","","Official data"
"QC","Crops","3","Albania","5510","Production","267","Sunflower seed","2017","2017","tonnes","1117","","Official data"
"QC","Crops","3","Albania","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2016","2016","tonnes","26104","","Official data"
"QC","Crops","3","Albania","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2017","2017","tonnes","28674","","Official data"
"QC","Crops","3","Albania","5510","Production","826","Tobacco, unmanufactured","2016","2016","tonnes","1980","","Official data"
"QC","Crops","3","Albania","5510","Production","826","Tobacco, unmanufactured","2017","2017","tonnes","1358","","Official data"
"QC","Crops","3","Albania","5510","Production","388","Tomatoes","2016","2016","tonnes","284552","","Official data"
"QC","Crops","3","Albania","5510","Production","388","Tomatoes","2017","2017","tonnes","286811","","Official data"
"QC","Crops","3","Albania","5510","Production","463","Vegetables, fresh nes","2016","2016","tonnes","7002","","Official data"
"QC","Crops","3","Albania","5510","Production","463","Vegetables, fresh nes","2017","2017","tonnes","8087","","Official data"
"QC","Crops","3","Albania","5510","Production","420","Vegetables, leguminous nes","2016","2016","tonnes","91","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","420","Vegetables, leguminous nes","2017","2017","tonnes","88","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","205","Vetches","2016","2016","tonnes","1999","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","205","Vetches","2017","2017","tonnes","2017","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","567","Watermelons","2016","2016","tonnes","240993","","Official data"
"QC","Crops","3","Albania","5510","Production","567","Watermelons","2017","2017","tonnes","252017","","Official data"
"QC","Crops","3","Albania","5510","Production","15","Wheat","2016","2016","tonnes","275000","","Official data"
"QC","Crops","3","Albania","5510","Production","15","Wheat","2017","2017","tonnes","274877","","Official data"
"QC","Crops","4","Algeria","5510","Production","221","Almonds, with shell","2016","2016","tonnes","66095","","Official data"
"QC","Crops","4","Algeria","5510","Production","221","Almonds, with shell","2017","2017","tonnes","61943","","Official data"
"QC","Crops","4","Algeria","5510","Production","515","Apples","2016","2016","tonnes","500855","","Official data"
"QC","Crops","4","Algeria","5510","Production","515","Apples","2017","2017","tonnes","494239","","Official data"
"QC","Crops","4","Algeria","5510","Production","526","Apricots","2016","2016","tonnes","256771","","Official data"
"QC","Crops","4","Algeria","5510","Production","526","Apricots","2017","2017","tonnes","256890","","Official data"
"QC","Crops","4","Algeria","5510","Production","366","Artichokes","2016","2016","tonnes","97524","","Official data"
"QC","Crops","4","Algeria","5510","Production","366","Artichokes","2017","2017","tonnes","108560","","Official data"
"QC","Crops","4","Algeria","5510","Production","486","Bananas","2016","2016","tonnes","221","Im","FAO data based on imputation methodology"
"QC","Crops","4","Algeria","5510","Production","486","Bananas","2017","2017","tonnes","221","Im","FAO data based on imputation methodology"
"QC","Crops","4","Algeria","5510","Production","44","Barley","2016","2016","tonnes","919907","","Official data"
"QC","Crops","4","Algeria","5510","Production","44","Barley","2017","2017","tonnes","969696","","Official data"
"QC","Crops","4","Algeria","5510","Production","176","Beans, dry","2016","2016","tonnes","875","","Official data"
"QC","Crops","4","Algeria","5510","Production","176","Beans, dry","2017","2017","tonnes","1480","","Official data"
"QC","Crops","4","Algeria","5510","Production","414","Beans, green","2016","2016","tonnes","79099","","Official data"
"QC","Crops","4","Algeria","5510","Production","414","Beans, green","2017","2017","tonnes","98003","","Official data"
"QC","Crops","4","Algeria","5510","Production","181","Broad beans, horse beans, dry","2016","2016","tonnes","38048","","Official data"
"QC","Crops","4","Algeria","5510","Production","181","Broad beans, horse beans, dry","2017","2017","tonnes","46856","","Official data"
"QC","Crops","4","Algeria","5510","Production","358","Cabbages and other brassicas","2016","2016","tonnes","104881","","Official data"
"QC","Crops","4","Algeria","5510","Production","358","Cabbages and other brassicas","2017","2017","tonnes","91942","","Official data"
"QC","Crops","4","Algeria","5510","Production","461","Carobs","2016","2016","tonnes","3257","","Official data"
"QC","Crops","4","Algeria","5510","Production","461","Carobs","2017","2017","tonnes","4042","","Official data"
"QC","Crops","4","Algeria","5510","Production","426","Carrots and turnips","2016","2016","tonnes","420547","","Official data"
"QC","Crops","4","Algeria","5510","Production","426","Carrots and turnips","2017","2017","tonnes","406374","","Official data"
"QC","Crops","4","Algeria","5510","Production","393","Cauliflowers and broccoli","2016","2016","tonnes","205148","","Official data"
"QC","Crops","4","Algeria","5510","Production","393","Cauliflowers and broccoli","2017","2017","tonnes","175060","","Official data"
"QC","Crops","4","Algeria","5510","Production","531","Cherries","2016","2016","tonnes","6903","","Official data"
"QC","Crops","4","Algeria","5510","Production","531","Cherries","2017","2017","tonnes","9193","","Official data"
"QC","Crops","4","Algeria","5510","Production","191","Chick peas","2016","2016","tonnes","21572","","Official data"
"QC","Crops","4","Algeria","5510","Production","191","Chick peas","2017","2017","tonnes","29336","","Official data"
"QC","Crops","4","Algeria","5510","Production","689","Chillies and peppers, dry","2016","2016","tonnes","12935","Im","FAO data based on imputation methodology"
"QC","Crops","4","Algeria","5510","Production","689","Chillies and peppers, dry","2017","2017","tonnes","11948","Im","FAO data based on imputation methodology"
"QC","Crops","4","Algeria","5510","Production","401","Chillies and peppers, green","2016","2016","tonnes","598637","","Official data"
"QC","Crops","4","Algeria","5510","Production","401","Chillies and peppers, green","2017","2017","tonnes","614922","","Official data"
"QC","Crops","4","Algeria","5510","Production","397","Cucumbers and gherkins","2016","2016","tonnes","138481","","Official data"
"QC","Crops","4","Algeria","5510","Production","397","Cucumbers and gherkins","2017","2017","tonnes","171610","","Official data"
"QC","Crops","4","Algeria","5510","Production","577","Dates","2016","2016","tonnes","1029596","","Official data"
"QC","Crops","4","Algeria","5510","Production","577","Dates","2017","2017","tonnes","1058559","","Official data"
"QC","Crops","4","Algeria","5510","Production","399","Eggplants (aubergines)","2016","2016","tonnes","126851","","Official data"
"QC","Crops","4","Algeria","5510","Production","399","Eggplants (aubergines)","2017","2017","tonnes","155878","","Official data"
"QC","Crops","4","Algeria","5510","Production","569","Figs","2016","2016","tonnes","120348","","Official data"
"QC","Crops","4","Algeria","5510","Production","569","Figs","2017","2017","tonnes","128684","","Official data"
"QC","Crops","4","Algeria","5510","Production","512","Fruit, citrus nes","2016","2016","tonnes","553","Im","FAO data based on imputation methodology"
"QC","Crops","4","Algeria","5510","Production","512","Fruit, citrus nes","2017","2017","tonnes","555","Im","FAO data based on imputation methodology"
"QC","Crops","4","Algeria","5510","Production","619","Fruit, fresh nes","2016","2016","tonnes","102224","","Official data"
"QC","Crops","4","Algeria","5510","Production","619","Fruit, fresh nes","2017","2017","tonnes","35838","","Official data"
"QC","Crops","4","Algeria","5510","Production","541","Fruit, stone nes","2016","2016","tonnes","107426","","Official data"
"QC","Crops","4","Algeria","5510","Production","541","Fruit, stone nes","2017","2017","tonnes","114263","","Official data"
"QC","Crops","4","Algeria","5510","Production","603","Fruit, tropical fresh nes","2016","2016","tonnes","","M","Data not available"
"QC","Crops","4","Algeria","5510","Production","603","Fruit, tropical fresh nes","2017","2017","tonnes","","M","Data not available"
"QC","Crops","4","Algeria","5510","Production","406","Garlic","2016","2016","tonnes","103627","","Official data"
"QC","Crops","4","Algeria","5510","Production","406","Garlic","2017","2017","tonnes","123475","","Official data"
"QC","Crops","4","Algeria","5510","Production","507","Grapefruit (inc. pomelos)","2016","2016","tonnes","1905","","Official data"
"QC","Crops","4","Algeria","5510","Production","507","Grapefruit (inc. pomelos)","2017","2017","tonnes","1897","","Official data"
"QC","Crops","4","Algeria","5510","Production","560","Grapes","2016","2016","tonnes","571351","","Official data"
"QC","Crops","4","Algeria","5510","Production","560","Grapes","2017","2017","tonnes","566579","","Official data"
"QC","Crops","4","Algeria","5510","Production","242","Groundnuts, with shell","2016","2016","tonnes","7092","","Official data"
"QC","Crops","4","Algeria","5510","Production","242","Groundnuts, with shell","2017","2017","tonnes","10171","","Official data"
"QC","Crops","4","Algeria","5510","Production","497","Lemons and limes","2016","2016","tonnes","74364","","Official data"
"QC","Crops","4","Algeria","5510","Production","497","Lemons and limes","2017","2017","tonnes","77757","","Official data"
"QC","Crops","4","Algeria","5510","Production","201","Lentils","2016","2016","tonnes","10071","","Official data"
"QC","Crops","4","Algeria","5510","Production","201","Lentils","2017","2017","tonnes","19139","","Official data"
"QC","Crops","4","Algeria","5510","Production","56","Maize","2016","2016","tonnes","3687","","Official data"
"QC","Crops","4","Algeria","5510","Production","56","Maize","2017","2017","tonnes","2634","","Official data"
"QC","Crops","4","Algeria","5510","Production","449","Mushrooms and truffles","2016","2016","tonnes","1882","Im","FAO data based on imputation methodology"
"QC","Crops","4","Algeria","5510","Production","449","Mushrooms and truffles","2017","2017","tonnes","1668","Im","FAO data based on imputation methodology"
